id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood,city
7972600450,20141222T000000,328000.0,4,2.75,1930,3840,1.0,0,0,3,7,1170,760,1997,0,98106,47.5303,-122.346,1610,3840,Highland Park,Seattle
2114700530,20150122T000000,360000.0,4,1.0,1460,3840,1.5,0,0,3,8,1340,120,1928,0,98106,47.533,-122.347,990,4200,Highland Park,Seattle
5309100515,20150120T000000,537000.0,4,1.75,1580,3635,1.0,0,0,4,7,790,790,1910,0,98117,47.6795,-122.371,1190,3638,Whittier Heights,Seattle
2113700115,20150504T000000,369950.0,3,2.0,1520,4000,1.0,0,0,5,6,800,720,1943,0,98106,47.531,-122.351,1430,4000,Highland Park,Seattle
5101400838,20140916T000000,450000.0,3,1.75,1830,5488,1.0,0,2,4,7,1010,820,1939,0,98115,47.6914,-122.309,1200,5488,Wedgwood,Seattle
439200035,20141117T000000,740000.0,4,2.75,2560,6900,1.0,0,0,3,8,1480,1080,1959,0,98115,47.686,-122.297,2600,7200,Wedgwood,Seattle
4303200184,20141010T000000,230000.0,2,1.0,770,6450,1.0,0,0,4,6,770,0,1948,0,98106,47.531,-122.358,780,6063,Highland Park,Seattle
1623800300,20140610T000000,499000.0,2,1.0,1220,3000,1.0,0,0,3,7,920,300,1926,0,98117,47.6823,-122.365,1270,3000,Whittier Heights,Seattle
5652600065,20141010T000000,760000.0,5,1.75,2660,10637,1.5,0,0,5,7,1670,990,1922,0,98115,47.6945,-122.292,1570,6825,Wedgwood,Seattle
7899800905,20150503T000000,475000.0,3,1.75,1150,10240,1.0,0,0,3,6,1030,120,1918,0,98106,47.5222,-122.357,1270,2566,Highland Park,Seattle
7899800450,20140828T000000,107000.0,2,1.0,670,4720,1.0,0,0,4,6,670,0,1948,0,98106,47.5243,-122.358,1480,4720,Highland Park,Seattle
438000015,20140916T000000,555000.0,4,1.75,2350,5946,1.0,0,2,3,8,1350,1000,1957,0,98115,47.6879,-122.298,2060,6000,Wedgwood,Seattle
7972600910,20150507T000000,433000.0,4,2.0,1840,4760,1.5,0,0,4,6,1080,760,1929,0,98106,47.5297,-122.349,1170,5950,Highland Park,Seattle
5309100450,20150330T000000,546500.0,3,2.5,1410,2675,1.0,0,0,3,7,820,590,1985,0,98117,47.6786,-122.371,1410,4013,Whittier Heights,Seattle
4365700450,20141106T000000,193000.0,2,1.0,950,9000,1.0,0,0,3,6,950,0,1924,0,98106,47.5219,-122.361,1000,8280,Highland Park,Seattle
7170200110,20150121T000000,455000.0,3,1.75,890,3800,1.5,0,0,3,7,750,140,1926,0,98115,47.6803,-122.291,1280,3800,Wedgwood,Seattle
2113700025,20150409T000000,330000.0,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,Highland Park,Seattle
5309101395,20140911T000000,415000.0,2,1.0,910,3750,1.0,0,0,3,7,910,0,1904,0,98117,47.6772,-122.369,1160,4000,Whittier Heights,Seattle
3491300082,20150127T000000,799990.0,4,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,98117,47.6857,-122.376,1520,5461,Whittier Heights,Seattle
9376301520,20140529T000000,595000.0,3,2.0,1480,5000,1.0,0,0,4,7,750,730,1928,0,98117,47.6859,-122.37,1250,4000,Whittier Heights,Seattle
6392002020,20150324T000000,559000.0,3,1.75,1700,6500,1.0,0,0,3,8,1700,0,1967,0,98115,47.6837,-122.284,1880,6000,Wedgwood,Seattle
6769200040,20141218T000000,520000.0,3,1.75,2080,6609,1.0,0,0,3,7,1280,800,1950,0,98115,47.6883,-122.3,1680,6270,Wedgwood,Seattle
3298700302,20141212T000000,287000.0,2,1.5,720,4346,1.0,0,0,4,6,720,0,1942,0,98106,47.5225,-122.351,790,4346,Highland Park,Seattle
2113701095,20140717T000000,150000.0,2,1.0,830,4045,1.0,0,0,3,6,830,0,1943,0,98106,47.5293,-122.351,1100,4116,Highland Park,Seattle
7977201065,20141104T000000,350000.0,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1950,0,98115,47.6841,-122.293,1320,4692,Wedgwood,Seattle
7977201065,20150305T000000,740000.0,3,1.75,1380,4590,1.0,0,0,2,7,930,450,1950,0,98115,47.6841,-122.293,1320,4692,Wedgwood,Seattle
2114700540,20141021T000000,366000.0,3,2.5,1320,4320,1.0,0,0,3,6,660,660,1918,0,98106,47.5327,-122.347,1190,4200,Highland Park,Seattle
5652601035,20150115T000000,285000.0,3,1.75,1150,6423,1.0,0,0,3,5,590,560,1927,0,98115,47.6973,-122.297,1150,8367,Wedgwood,Seattle
4302700559,20150327T000000,342000.0,3,1.0,1980,6450,1.0,0,0,4,6,1120,860,1950,0,98106,47.5291,-122.356,1180,5160,Highland Park,Seattle
7518500301,20150301T000000,490000.0,3,1.0,1180,2250,1.5,0,0,3,7,1180,0,1902,0,98117,47.6779,-122.377,1320,5100,Whittier Heights,Seattle
1623301185,20150123T000000,625000.0,3,1.75,1780,4500,1.0,0,0,4,7,920,860,1922,0,98117,47.6827,-122.362,1360,4000,Whittier Heights,Seattle
880000208,20141213T000000,320000.0,3,2.5,1610,1356,2.0,0,0,3,8,1240,370,2007,0,98106,47.5257,-122.361,1270,1314,Highland Park,Seattle
2113700485,20141210T000000,399990.0,5,2.75,1690,4000,1.0,0,0,5,7,970,720,1943,0,98106,47.5312,-122.354,1240,4000,Highland Park,Seattle
7977200720,20150427T000000,500000.0,3,1.75,1480,6120,1.5,0,0,3,7,1480,0,1946,0,98115,47.6858,-122.295,1480,6120,Wedgwood,Seattle
2877101745,20140804T000000,898500.0,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,98117,47.6768,-122.363,1080,3750,Whittier Heights,Seattle
7899800476,20150427T000000,267100.0,2,2.5,1250,1580,2.0,0,0,3,7,1030,220,2005,0,98106,47.5243,-122.36,1250,1361,Highland Park,Seattle
446000150,20150415T000000,480000.0,3,1.0,1100,5700,1.0,0,0,3,7,1100,0,1950,0,98115,47.6883,-122.282,1560,6588,Wedgwood,Seattle
2710600015,20150327T000000,775000.0,4,3.0,2000,5304,1.5,0,0,4,7,2000,0,1947,0,98115,47.6762,-122.285,1670,5304,Wedgwood,Seattle
2113701080,20141112T000000,300000.0,2,1.0,1100,4010,1.5,0,0,5,6,1100,0,1920,0,98106,47.5296,-122.351,980,4501,Highland Park,Seattle
4302201005,20141007T000000,353900.0,3,1.75,1560,5760,1.0,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,1320,7680,Highland Park,Seattle
7518500985,20140903T000000,591500.0,4,2.5,1690,4080,1.5,0,0,4,7,1140,550,1912,0,98117,47.6825,-122.379,1600,4590,Whittier Heights,Seattle
4302201085,20140918T000000,248000.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,6784,Highland Park,Seattle
4302201085,20150506T000000,546940.0,3,1.0,1470,7680,1.0,0,0,3,7,1220,250,1946,0,98106,47.5276,-122.359,1470,6784,Highland Park,Seattle
7518501140,20150113T000000,300000.0,3,2.0,1260,2550,2.0,0,0,3,7,1260,0,1987,0,98117,47.6821,-122.378,1590,3825,Whittier Heights,Seattle
5200100115,20141117T000000,540000.0,3,1.75,1610,3478,1.5,0,0,4,7,1060,550,1929,0,98117,47.6774,-122.372,1610,3478,Whittier Heights,Seattle
3624039111,20150429T000000,215000.0,3,1.0,980,5600,1.0,0,0,2,6,980,0,1949,0,98106,47.5308,-122.361,1840,5302,Highland Park,Seattle
2028701165,20140627T000000,430000.0,2,1.0,1050,2570,1.0,0,0,5,7,850,200,1927,0,98117,47.6764,-122.366,1080,2800,Whittier Heights,Seattle
2767600921,20140623T000000,405000.0,2,1.0,860,2599,1.0,0,0,4,6,860,0,1901,0,98107,47.675,-122.379,1300,3900,Whittier Heights,Seattle
461002050,20140826T000000,450000.0,2,1.0,910,5000,1.0,0,0,4,6,910,0,1914,0,98117,47.683,-122.374,1480,5000,Whittier Heights,Seattle
2877102196,20141125T000000,750000.0,4,2.75,2640,3750,2.0,0,0,5,7,1840,800,1911,0,98117,47.6783,-122.363,1690,5000,Whittier Heights,Seattle
1232001070,20140814T000000,485000.0,2,1.0,1130,3800,1.0,0,0,4,7,1130,0,1916,0,98117,47.6862,-122.378,1470,3800,Whittier Heights,Seattle
5499700045,20141030T000000,679000.0,3,2.5,1780,4320,2.0,0,0,4,8,1780,0,1930,1986,98115,47.6809,-122.293,1690,4952,Wedgwood,Seattle
2921700060,20141027T000000,535000.0,4,1.0,1920,6480,1.5,0,0,3,7,1920,0,1920,0,98117,47.6897,-122.374,1600,6470,Whittier Heights,Seattle
7972602080,20141208T000000,312000.0,4,1.0,1190,7620,1.5,0,0,3,6,1190,0,1926,0,98106,47.5281,-122.348,1060,7320,Highland Park,Seattle
7518503490,20140731T000000,495000.0,3,2.0,1340,2550,2.0,0,0,3,7,1340,0,1984,0,98117,47.6793,-122.38,1370,5100,Whittier Heights,Seattle
5652600069,20140917T000000,440000.0,3,1.5,1690,6010,1.0,0,0,3,7,1230,460,1946,0,98115,47.6955,-122.291,1690,5418,Wedgwood,Seattle
7972602435,20150318T000000,287000.0,2,1.0,950,6350,1.0,0,0,3,7,950,0,1951,0,98106,47.528,-122.352,1080,7620,Highland Park,Seattle
6844700510,20141203T000000,700000.0,4,2.5,2672,4297,2.0,0,0,3,8,2020,652,2005,0,98115,47.6955,-122.289,1720,6120,Wedgwood,Seattle
1232001040,20141016T000000,435000.0,3,1.0,1180,4219,1.0,0,0,3,7,1060,120,1939,0,98117,47.6867,-122.378,1630,4219,Whittier Heights,Seattle
4240400140,20140820T000000,656000.0,4,1.75,1440,4300,1.5,0,0,4,8,1290,150,1929,0,98117,47.6846,-122.372,1640,5000,Whittier Heights,Seattle
5430300106,20150311T000000,460000.0,2,1.0,1030,5934,1.0,0,0,4,7,1030,0,1928,0,98115,47.6828,-122.287,1420,5588,Wedgwood,Seattle
2877101821,20140805T000000,500000.0,3,1.0,1220,3400,1.0,0,0,3,7,1060,160,1927,0,98117,47.6775,-122.363,1350,3750,Whittier Heights,Seattle
9485700136,20150227T000000,330000.0,3,1.0,1140,7316,1.0,0,0,3,6,1140,0,1959,0,98106,47.527,-122.362,1140,7440,Highland Park,Seattle
6392000570,20141112T000000,399000.0,2,1.0,790,4000,1.0,0,0,3,6,790,0,1948,0,98115,47.6844,-122.289,990,5000,Wedgwood,Seattle
2113700510,20141027T000000,315000.0,3,1.75,1170,4000,1.0,0,0,3,6,720,450,1943,2013,98106,47.5306,-122.354,1130,4000,Highland Park,Seattle
443000060,20141210T000000,595000.0,3,2.25,2400,16301,1.0,0,0,3,8,1400,1000,1962,0,98115,47.6901,-122.282,1720,9828,Wedgwood,Seattle
4172100200,20141121T000000,470000.0,3,1.0,1400,4914,1.5,0,0,3,7,1400,0,1929,0,98117,47.681,-122.364,1400,3744,Whittier Heights,Seattle
7519000335,20141203T000000,865000.0,6,2.75,3500,5150,2.0,0,0,5,8,2430,1070,1909,0,98117,47.6842,-122.363,1430,3860,Whittier Heights,Seattle
5101402435,20140603T000000,312000.0,3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,98115,47.6942,-122.304,1680,6525,Wedgwood,Seattle
5101402435,20150304T000000,539000.0,3,2.25,1540,5338,1.0,0,0,5,7,770,770,1954,0,98115,47.6942,-122.304,1680,6525,Wedgwood,Seattle
1232001480,20140710T000000,445000.0,2,1.0,840,3840,1.0,0,0,4,7,840,0,1926,0,98117,47.684,-122.378,1310,3840,Whittier Heights,Seattle
2922701420,20141118T000000,490000.0,4,2.25,2020,4960,2.0,0,0,3,7,1710,310,1938,0,98117,47.6867,-122.369,1590,4550,Whittier Heights,Seattle
7972603385,20140516T000000,245000.0,2,1.0,870,6150,1.0,0,0,3,6,870,0,1941,0,98106,47.5256,-122.347,1120,6150,Highland Park,Seattle
2877102180,20140829T000000,505000.0,2,1.0,1020,5000,1.0,0,0,4,7,1020,0,1916,0,98117,47.6781,-122.363,1480,5000,Whittier Heights,Seattle
7977200055,20150213T000000,550000.0,3,1.0,1010,6120,1.0,0,0,3,7,860,150,1940,0,98115,47.6861,-122.296,1930,6120,Wedgwood,Seattle
7589700106,20141014T000000,460000.0,2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,0,98117,47.6871,-122.373,1540,5080,Whittier Heights,Seattle
2028701000,20140529T000000,635200.0,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1921,0,98117,47.6766,-122.368,1300,4240,Whittier Heights,Seattle
461004730,20150406T000000,717000.0,3,1.0,1150,5000,1.0,0,0,3,8,1150,0,1959,2015,98117,47.6805,-122.369,1160,5000,Whittier Heights,Seattle
7518502030,20141117T000000,410000.0,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,98117,47.6767,-122.38,1230,5100,Whittier Heights,Seattle
3298700012,20150320T000000,295000.0,2,1.0,720,4125,1.0,0,0,4,6,720,0,1943,0,98106,47.5245,-122.354,1000,6100,Highland Park,Seattle
2112700370,20140813T000000,199400.0,2,1.0,880,4000,1.0,0,0,4,6,880,0,1916,0,98106,47.5331,-122.352,1430,4000,Highland Park,Seattle
5499200060,20150403T000000,635000.0,4,3.0,2100,3800,2.0,0,0,3,8,2100,0,1972,0,98115,47.6807,-122.291,1320,3800,Wedgwood,Seattle
3298700671,20140731T000000,260000.0,2,1.0,820,6771,1.0,0,0,4,6,820,0,1918,0,98106,47.52,-122.354,1000,4440,Highland Park,Seattle
2112700240,20140520T000000,309000.0,3,1.0,1092,7500,1.5,0,0,3,6,1092,0,1918,0,98106,47.5321,-122.354,930,4000,Highland Park,Seattle
2880100240,20140825T000000,439950.0,2,1.75,1210,3000,1.0,0,0,5,7,910,300,1906,0,98117,47.6789,-122.365,1260,3000,Whittier Heights,Seattle
7974200765,20140902T000000,485000.0,3,1.0,1020,6120,1.0,0,0,3,7,1020,0,1941,0,98115,47.6787,-122.285,2370,6695,Wedgwood,Seattle
2028700575,20141113T000000,550000.0,3,2.0,1390,2688,1.5,0,0,5,7,1390,0,1915,0,98117,47.6783,-122.366,1440,2900,Whittier Heights,Seattle
2887700875,20140723T000000,344000.0,2,1.0,1060,3325,1.5,0,0,4,6,770,290,1932,0,98115,47.6896,-122.307,1820,4275,Wedgwood,Seattle
7519001275,20150301T000000,624000.0,3,1.75,1510,5200,1.0,0,0,4,7,860,650,1922,0,98117,47.6864,-122.365,1650,4160,Whittier Heights,Seattle
5430300171,20140703T000000,430000.0,3,1.5,1810,5080,1.0,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,Wedgwood,Seattle
5430300171,20150129T000000,615500.0,3,1.5,1810,5080,1.0,0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,Wedgwood,Seattle
5132000140,20140618T000000,175000.0,6,1.0,1370,5080,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,1020,5080,Highland Park,Seattle
5132000140,20150120T000000,415000.0,6,1.0,1370,5080,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,1020,5080,Highland Park,Seattle
4172100240,20140902T000000,643002.0,3,2.5,1770,3744,1.5,0,0,3,7,1270,500,1929,0,98117,47.6807,-122.364,1400,4680,Whittier Heights,Seattle
7899800045,20140828T000000,107000.0,3,1.5,910,5120,1.0,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132,Highland Park,Seattle
7899800045,20141202T000000,232900.0,3,1.5,910,5120,1.0,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132,Highland Park,Seattle
3052700695,20140507T000000,575000.0,4,2.0,1650,5000,1.0,0,0,3,7,1650,0,1955,0,98117,47.6781,-122.374,1690,2276,Whittier Heights,Seattle
2608300035,20140527T000000,329000.0,3,1.0,1600,5952,1.0,0,0,4,7,1150,450,1964,0,98106,47.5292,-122.362,1460,6200,Highland Park,Seattle
6844700975,20150414T000000,529100.0,2,1.0,1290,6528,1.5,0,0,4,7,1290,0,1941,0,98115,47.694,-122.29,1670,5712,Wedgwood,Seattle
3298700156,20140610T000000,310000.0,3,2.5,1780,6771,1.0,0,0,3,7,1230,550,1990,0,98106,47.5237,-122.353,1780,6771,Highland Park,Seattle
2113700360,20140627T000000,315000.0,6,4.0,3120,4240,2.0,0,2,4,7,2090,1030,1993,0,98106,47.5305,-122.353,1460,4240,Highland Park,Seattle
2028701075,20140716T000000,626000.0,3,1.0,1040,4240,1.0,0,0,4,7,860,180,1924,0,98117,47.6768,-122.367,1170,4240,Whittier Heights,Seattle
3491300180,20150427T000000,635000.0,3,1.75,1480,6985,1.5,0,0,4,7,1200,280,1926,0,98117,47.686,-122.374,1480,5588,Whittier Heights,Seattle
7899800730,20150324T000000,270000.0,3,2.5,1350,1189,2.0,0,0,3,7,1080,270,2007,0,98106,47.5218,-122.358,1300,1182,Highland Park,Seattle
2922703150,20150304T000000,413252.0,3,0.75,1110,3960,1.0,0,0,3,7,1110,0,1951,0,98117,47.6834,-122.366,1610,5530,Whittier Heights,Seattle
5101400871,20150524T000000,445500.0,2,1.75,1390,6670,1.0,0,0,3,6,720,670,1941,0,98115,47.6914,-122.308,920,6380,Wedgwood,Seattle
8156600155,20140611T000000,735000.0,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,98115,47.6782,-122.3,1560,5100,Wedgwood,Seattle
7972601885,20150430T000000,350000.0,5,1.75,1380,7620,1.0,0,0,3,7,1180,200,1955,0,98106,47.5279,-122.345,1990,7620,Highland Park,Seattle
546000865,20140919T000000,556000.0,3,1.0,1800,4005,1.5,0,0,4,7,1160,640,1929,0,98117,47.6876,-122.38,1240,4005,Whittier Heights,Seattle
2215500220,20140923T000000,525000.0,4,1.5,1580,6360,1.5,0,0,3,7,1290,290,1945,0,98115,47.6873,-122.286,1690,6360,Wedgwood,Seattle
7974200902,20150506T000000,637000.0,4,2.5,1710,5000,1.0,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304,Wedgwood,Seattle
5101402428,20141112T000000,790000.0,4,2.5,2560,12760,1.0,0,0,4,7,1760,800,1949,0,98115,47.6947,-122.303,1760,6384,Wedgwood,Seattle
2113700205,20140703T000000,220000.0,4,1.0,1200,6000,1.5,0,0,3,6,1200,0,1923,0,98106,47.5307,-122.352,950,4000,Highland Park,Seattle
5210200410,20141114T000000,840000.0,5,2.75,2790,20824,1.0,0,0,3,9,1680,1110,1959,0,98115,47.6948,-122.282,2380,10465,Wedgwood,Seattle
2028700360,20140523T000000,641000.0,3,1.75,1620,3975,1.0,0,0,5,7,940,680,1926,0,98117,47.6786,-122.368,1320,3922,Whittier Heights,Seattle
2215500205,20140505T000000,600000.0,3,1.75,1880,6360,1.0,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175,Wedgwood,Seattle
2113700790,20150312T000000,435010.0,3,1.0,1270,4000,1.0,0,0,3,7,1120,150,1954,0,98106,47.5293,-122.354,1220,4600,Highland Park,Seattle
7519000580,20141106T000000,610000.0,4,1.0,1390,3708,1.5,0,0,4,7,1390,0,1926,0,98117,47.685,-122.363,1430,3708,Whittier Heights,Seattle
4303200555,20140815T000000,265000.0,2,1.0,770,5160,1.0,0,0,3,6,770,0,1943,0,98106,47.5304,-122.356,920,5160,Highland Park,Seattle
7589200191,20140807T000000,634950.0,3,3.0,2180,2650,1.5,0,0,5,8,1410,770,1930,0,98117,47.6891,-122.375,1570,4820,Whittier Heights,Seattle
2114700040,20150414T000000,260000.0,3,2.75,1730,4131,2.0,0,2,3,7,1480,250,1975,0,98106,47.5327,-122.346,1570,4120,Highland Park,Seattle
7831800395,20140515T000000,312500.0,2,1.0,880,6345,1.0,0,0,3,7,880,0,1919,0,98106,47.5341,-122.358,1440,6345,Highland Park,Seattle
7899800120,20140820T000000,294350.0,3,1.0,1410,5120,1.5,0,0,3,6,1210,200,1925,0,98106,47.5238,-122.355,1330,5120,Highland Park,Seattle
4365700330,20140730T000000,275000.0,2,1.75,930,7080,1.0,0,0,3,6,930,0,1923,2006,98106,47.5224,-122.36,1100,7680,Highland Park,Seattle
458000065,20140923T000000,542000.0,4,2.5,2020,3440,1.5,0,0,4,7,1480,540,1928,0,98117,47.6885,-122.376,1520,5080,Whittier Heights,Seattle
7899800915,20150209T000000,216000.0,2,1.0,710,5120,1.0,0,0,3,6,710,0,1918,0,98106,47.5224,-122.357,1150,1252,Highland Park,Seattle
2113200065,20141027T000000,289000.0,2,1.0,1010,7740,1.0,0,0,3,6,890,120,1924,0,98106,47.5323,-122.355,1030,6000,Highland Park,Seattle
1566100450,20150428T000000,505000.0,3,2.0,1110,8375,1.0,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734,Wedgwood,Seattle
3052701135,20140626T000000,626000.0,3,1.75,2430,5000,2.0,0,0,4,7,1760,670,1945,0,98117,47.6785,-122.372,1320,4062,Whittier Heights,Seattle
7977200995,20150506T000000,506000.0,3,2.0,1160,6120,1.0,0,0,3,7,1160,0,1947,0,98115,47.6853,-122.293,1150,5100,Wedgwood,Seattle
9212900180,20140625T000000,760000.0,4,2.5,2760,6000,2.0,0,0,5,7,2230,530,1942,0,98115,47.6877,-122.295,1600,6000,Wedgwood,Seattle
7972600676,20141104T000000,349000.0,3,1.75,1690,5080,1.0,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,1300,5080,Highland Park,Seattle
546000910,20141203T000000,620000.0,3,1.75,2040,4005,1.5,0,0,4,8,1740,300,1930,0,98117,47.6885,-122.38,1380,4005,Whittier Heights,Seattle
5101404351,20140702T000000,550000.0,4,2.75,2160,5005,1.0,0,0,3,7,1430,730,1987,0,98115,47.6971,-122.302,1770,5326,Wedgwood,Seattle
7518503065,20140623T000000,335000.0,1,1.0,720,5100,1.0,0,0,3,6,720,0,1907,0,98117,47.6821,-122.38,1320,5100,Whittier Heights,Seattle
1623300325,20141021T000000,999000.0,5,3.5,2810,2700,2.0,0,0,5,9,1900,910,1910,0,98117,47.6799,-122.363,1510,3800,Whittier Heights,Seattle
2113700620,20140804T000000,417000.0,3,1.5,2500,6000,1.5,0,0,5,7,1730,770,1941,1984,98106,47.5297,-122.354,1340,5000,Highland Park,Seattle
4302200790,20140814T000000,248500.0,2,1.0,720,5160,1.0,0,0,3,6,720,0,1949,0,98106,47.5274,-122.357,990,5160,Highland Park,Seattle
5363200180,20140515T000000,640000.0,4,2.0,2560,7798,1.0,0,0,4,7,1890,670,1947,0,98115,47.6914,-122.296,1330,7798,Wedgwood,Seattle
442000210,20150417T000000,625000.0,3,1.75,1840,5664,2.0,0,0,3,7,1270,570,1948,0,98115,47.6899,-122.283,1480,5664,Wedgwood,Seattle
7519000085,20141002T000000,685000.0,4,2.75,1660,5150,1.5,0,0,5,7,1280,380,1928,0,98117,47.6835,-122.362,1490,4017,Whittier Heights,Seattle
9485700175,20140930T000000,310000.0,2,1.0,860,12160,1.0,0,0,4,6,860,0,1921,0,98106,47.5267,-122.361,1010,7611,Highland Park,Seattle
3426049124,20150318T000000,334000.0,2,1.75,1680,8367,1.0,0,0,3,6,840,840,1914,0,98115,47.6976,-122.288,1830,6720,Wedgwood,Seattle
3052700610,20141216T000000,850000.0,6,3.5,2820,5400,1.0,0,0,3,8,1620,1200,1958,0,98117,47.6791,-122.374,1560,2276,Whittier Heights,Seattle
1232000915,20140509T000000,481450.0,3,2.0,1410,4800,1.0,0,0,3,7,1410,0,1940,0,98117,47.6852,-122.378,1190,3840,Whittier Heights,Seattle
441000065,20150505T000000,653000.0,2,1.5,1290,5141,1.0,0,0,4,7,1050,240,1947,0,98115,47.6878,-122.29,1290,5406,Wedgwood,Seattle
7972602510,20141006T000000,379900.0,2,1.5,1140,7620,1.0,0,0,4,6,1140,0,1925,0,98106,47.5277,-122.351,1300,7620,Highland Park,Seattle
2112700845,20140528T000000,270000.0,3,1.75,1300,4127,1.0,0,0,4,6,650,650,1918,1953,98106,47.5353,-122.352,1420,4000,Highland Park,Seattle
2922700155,20141125T000000,530000.0,4,2.5,2000,4700,1.5,0,0,4,7,1220,780,1944,0,98117,47.6902,-122.368,1560,4700,Whittier Heights,Seattle
1513800170,20150402T000000,392500.0,3,1.0,930,6572,1.0,0,0,3,7,930,0,1952,0,98115,47.6889,-122.301,960,5840,Wedgwood,Seattle
2887700826,20140529T000000,510000.0,3,1.5,2240,3800,2.0,0,0,3,8,1370,870,1929,0,98115,47.6887,-122.307,1690,4275,Wedgwood,Seattle
461002890,20140619T000000,499000.0,3,1.75,1840,5000,1.0,0,0,4,7,920,920,1910,0,98117,47.6808,-122.376,1220,5000,Whittier Heights,Seattle
2112700920,20141014T000000,285000.0,3,1.75,1630,4000,1.0,0,0,3,7,1100,530,1968,0,98106,47.5351,-122.353,1300,4000,Highland Park,Seattle
2922701305,20150402T000000,470000.0,2,1.75,1520,4220,1.0,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700,Whittier Heights,Seattle
3298720010,20150412T000000,375000.0,4,2.75,1430,7403,1.0,0,0,3,7,1030,400,1982,0,98106,47.5346,-122.344,1480,7663,Highland Park,Seattle
2880100795,20141105T000000,650000.0,3,2.5,2350,3750,2.0,0,0,3,7,1740,610,2003,0,98117,47.6767,-122.365,1590,4700,Whittier Heights,Seattle
5652601155,20150415T000000,564000.0,4,1.75,1960,6138,1.0,0,0,4,7,1260,700,1960,0,98115,47.6968,-122.299,2000,7057,Wedgwood,Seattle
2880100675,20140514T000000,400000.0,2,1.0,980,2130,1.0,0,0,4,6,860,120,1918,0,98117,47.6769,-122.366,980,2800,Whittier Heights,Seattle
3052700225,20140814T000000,727160.0,7,3.75,2310,5000,2.0,0,0,3,8,2310,0,1984,0,98117,47.6781,-122.376,1360,1552,Whittier Heights,Seattle
461005435,20150202T000000,519000.0,3,1.75,2000,5680,1.0,0,0,4,7,1080,920,1903,0,98117,47.6805,-122.366,1230,4535,Whittier Heights,Seattle
6844701680,20150325T000000,455000.0,2,1.5,1260,5100,1.0,0,0,3,7,1260,0,1941,0,98115,47.6914,-122.288,1640,5100,Wedgwood,Seattle
2112700280,20140811T000000,295000.0,3,1.75,1440,4000,1.0,0,0,4,7,1050,390,1979,0,98106,47.5329,-122.354,1560,4000,Highland Park,Seattle
5101400461,20150417T000000,449000.0,4,2.0,1560,5220,1.0,0,0,3,7,1560,0,1959,0,98115,47.6905,-122.305,1300,5220,Wedgwood,Seattle
5370200170,20150217T000000,325000.0,2,1.0,1070,5080,1.0,0,0,5,6,1070,0,1942,0,98106,47.5224,-122.35,900,5080,Highland Park,Seattle
7831800460,20140502T000000,235000.0,2,1.0,1210,9400,1.0,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026,Highland Park,Seattle
9553200052,20140506T000000,345000.0,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,2010,6944,Wedgwood,Seattle
1232000950,20150312T000000,532000.0,3,1.0,1110,4800,1.5,0,0,3,7,1110,0,1946,0,98117,47.6857,-122.378,1510,4320,Whittier Heights,Seattle
7748000020,20140621T000000,750000.0,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1934,0,98117,47.684,-122.376,1330,5074,Whittier Heights,Seattle
7519000225,20141030T000000,465000.0,3,1.0,1580,3774,1.5,0,0,3,6,1580,0,1900,0,98117,47.6839,-122.361,1580,3860,Whittier Heights,Seattle
7972601995,20140616T000000,245000.0,2,1.0,1200,4880,1.0,0,0,3,6,980,220,1943,0,98106,47.5276,-122.346,1040,4880,Highland Park,Seattle
